"gpu", "method","size","threads","blocks","max_value", "time"
RTX TITAN,counting,100000,32,8,64,0.505440
RTX TITAN,counting,100000,32,8,256,0.502944
RTX TITAN,counting,1000000,32,8,2,4.342976
RTX TITAN,counting,1000000,32,8,16,4.240576
RTX TITAN,counting,1000000,32,8,64,4.358816
RTX TITAN,counting,1000000,32,8,256,4.344608
RTX TITAN,counting,10000000,32,8,2,43.626881
RTX TITAN,counting,10000000,32,8,16,42.831455
RTX TITAN,counting,10000000,32,8,64,43.848640
RTX TITAN,counting,10000000,32,8,256,44.112545
RTX TITAN,counting,100000000,32,8,2,415.623413
RTX TITAN,counting,100000000,32,8,16,411.481995
RTX TITAN,counting,100000000,32,8,64,420.976013
RTX TITAN,counting,100000000,32,8,256,418.822968
RTX TITAN,counting,10,64,16,2,0.082368
RTX TITAN,counting,10,64,16,16,0.107008
RTX TITAN,counting,10,64,16,64,0.117504
RTX TITAN,counting,10,64,16,256,0.134976
RTX TITAN,counting,10,64,16,1024,0.152096
RTX TITAN,counting,100,64,16,2,0.081024
RTX TITAN,counting,100,64,16,16,0.105696
RTX TITAN,counting,100,64,16,64,0.120128
RTX TITAN,counting,100,64,16,256,0.134784
RTX TITAN,counting,100,64,16,1024,0.148544
RTX TITAN,counting,1000,64,16,2,0.087200
RTX TITAN,counting,1000,64,16,16,0.108320
RTX TITAN,counting,1000,64,16,64,0.125152
RTX TITAN,counting,1000,64,16,256,0.135616
RTX TITAN,counting,1000,64,16,1024,0.150112
RTX TITAN,counting,10000,64,16,2,0.103520
RTX TITAN,counting,10000,64,16,16,0.125664
RTX TITAN,counting,10000,64,16,64,0.142528
RTX TITAN,counting,10000,64,16,256,0.154752
RTX TITAN,counting,10000,64,16,1024,0.173088
RTX TITAN,counting,100000,64,16,2,0.324000
RTX TITAN,counting,100000,64,16,16,0.330336
RTX TITAN,counting,100000,64,16,64,0.363072
RTX TITAN,counting,100000,64,16,256,0.360384
RTX TITAN,counting,100000,64,16,1024,0.368032
RTX TITAN,counting,1000000,64,16,2,2.388704
RTX TITAN,counting,1000000,64,16,16,2.271232
RTX TITAN,counting,1000000,64,16,64,2.453280
RTX TITAN,counting,1000000,64,16,256,2.324288
RTX TITAN,counting,1000000,64,16,1024,2.286144
RTX TITAN,counting,10000000,64,16,2,24.486336
RTX TITAN,counting,10000000,64,16,16,22.825184
RTX TITAN,counting,10000000,64,16,64,24.781729
RTX TITAN,counting,10000000,64,16,256,23.268225
RTX TITAN,counting,10000000,64,16,1024,25.007711
RTX TITAN,counting,100000000,64,16,2,248.709305
RTX TITAN,counting,100000000,64,16,16,215.214081
RTX TITAN,counting,100000000,64,16,64,227.998978
RTX TITAN,counting,100000000,64,16,256,212.051193
RTX TITAN,counting,100000000,64,16,1024,209.065247
RTX TITAN,counting,10,128,8,2,0.080640
RTX TITAN,counting,10,128,8,16,0.105216
RTX TITAN,counting,10,128,8,64,0.121920
RTX TITAN,counting,10,128,8,256,0.135968
RTX TITAN,counting,10,128,8,1024,0.149184
RTX TITAN,counting,100,128,8,2,0.082272
RTX TITAN,counting,100,128,8,16,0.104416
RTX TITAN,counting,100,128,8,64,0.119296
RTX TITAN,counting,100,128,8,256,0.135136
RTX TITAN,counting,100,128,8,1024,0.150016
RTX TITAN,counting,1000,128,8,2,0.085824
RTX TITAN,counting,1000,128,8,16,0.161472
RTX TITAN,counting,1000,128,8,64,0.130080
RTX TITAN,counting,1000,128,8,256,0.134976
RTX TITAN,counting,1000,128,8,1024,0.153472
RTX TITAN,counting,10000,128,8,2,0.104256
RTX TITAN,counting,10000,128,8,16,0.130176
RTX TITAN,counting,10000,128,8,64,0.140512
RTX TITAN,counting,10000,128,8,256,0.167744
RTX TITAN,counting,10000,128,8,1024,0.171840
RTX TITAN,counting,100000,128,8,2,0.327424
RTX TITAN,counting,100000,128,8,16,0.330048
RTX TITAN,counting,100000,128,8,64,0.361728
RTX TITAN,counting,100000,128,8,256,0.369984
RTX TITAN,counting,100000,128,8,1024,0.372416
RTX TITAN,counting,1000000,128,8,2,2.409120
RTX TITAN,counting,1000000,128,8,16,2.294784
RTX TITAN,counting,1000000,128,8,64,2.488896
RTX TITAN,counting,1000000,128,8,256,2.384960
RTX TITAN,counting,1000000,128,8,1024,2.287328
RTX TITAN,counting,10000000,128,8,2,24.614176
RTX TITAN,counting,10000000,128,8,16,23.017281
RTX TITAN,counting,10000000,128,8,64,25.167839
RTX TITAN,counting,10000000,128,8,256,23.430880
RTX TITAN,counting,10000000,128,8,1024,23.137505
RTX TITAN,counting,100000000,128,8,2,226.048569
RTX TITAN,counting,100000000,128,8,16,209.673187
RTX TITAN,counting,100000000,128,8,64,232.516220
RTX TITAN,counting,100000000,128,8,256,214.366943
RTX TITAN,counting,100000000,128,8,1024,212.226913
RTX TITAN,counting,10,128,96,2,0.082528
RTX TITAN,counting,10,128,96,16,0.108000
RTX TITAN,counting,10,128,96,64,0.125696
RTX TITAN,counting,10,128,96,256,0.139264
RTX TITAN,counting,10,128,96,1024,0.156416
RTX TITAN,counting,100,128,96,2,0.081280
RTX TITAN,counting,100,128,96,16,0.105376
RTX TITAN,counting,100,128,96,64,0.124576
RTX TITAN,counting,100,128,96,256,0.137472
RTX TITAN,counting,100,128,96,1024,0.155872
RTX TITAN,counting,1000,128,96,2,0.087232
RTX TITAN,counting,1000,128,96,16,0.108832
RTX TITAN,counting,1000,128,96,64,0.123456
RTX TITAN,counting,1000,128,96,256,0.139424
RTX TITAN,counting,1000,128,96,1024,0.159936
RTX TITAN,counting,10000,128,96,2,0.104896
RTX TITAN,counting,10000,128,96,16,0.125632
RTX TITAN,counting,10000,128,96,64,0.148224
RTX TITAN,counting,10000,128,96,256,0.162336
RTX TITAN,counting,10000,128,96,1024,0.174784
RTX TITAN,counting,100000,128,96,2,0.317696
RTX TITAN,counting,100000,128,96,16,0.315552
RTX TITAN,counting,100000,128,96,64,0.355744
RTX TITAN,counting,100000,128,96,256,0.354336
RTX TITAN,counting,100000,128,96,1024,0.350112
RTX TITAN,counting,1000000,128,96,2,2.185376
RTX TITAN,counting,1000000,128,96,16,1.990464
RTX TITAN,counting,1000000,128,96,64,2.290592
RTX TITAN,counting,1000000,128,96,256,2.047328
RTX TITAN,counting,1000000,128,96,1024,1.841728
RTX TITAN,counting,10000000,128,96,2,22.309441
RTX TITAN,counting,10000000,128,96,16,20.261696
RTX TITAN,counting,10000000,128,96,64,22.409344
RTX TITAN,counting,10000000,128,96,256,20.393951
RTX TITAN,counting,10000000,128,96,1024,18.403872
RTX TITAN,counting,100000000,128,96,2,205.078979
RTX TITAN,counting,100000000,128,96,16,181.714813
RTX TITAN,counting,100000000,128,96,64,204.910309
RTX TITAN,counting,100000000,128,96,256,185.101273
RTX TITAN,counting,100000000,128,96,1024,166.343842
RTX TITAN,counting,10,128,192,2,0.083200
RTX TITAN,counting,10,128,192,16,0.107680
RTX TITAN,counting,10,128,192,64,0.125312
RTX TITAN,counting,10,128,192,256,0.141728
RTX TITAN,counting,10,128,192,1024,0.163808
RTX TITAN,counting,100,128,192,2,0.083296
RTX TITAN,counting,100,128,192,16,0.108448
RTX TITAN,counting,100,128,192,64,0.123776
RTX TITAN,counting,100,128,192,256,0.137504
RTX TITAN,counting,100,128,192,1024,0.163488
RTX TITAN,counting,1000,128,192,2,0.087456
RTX TITAN,counting,1000,128,192,16,0.111392
RTX TITAN,counting,1000,128,192,64,0.128992
RTX TITAN,counting,1000,128,192,256,0.142880
RTX TITAN,counting,1000,128,192,1024,0.163296
RTX TITAN,counting,10000,128,192,2,0.104672
RTX TITAN,counting,10000,128,192,16,0.125920
RTX TITAN,counting,10000,128,192,64,0.146944
RTX TITAN,counting,10000,128,192,256,0.164256
RTX TITAN,counting,10000,128,192,1024,0.183648
RTX TITAN,counting,100000,128,192,2,0.328512
RTX TITAN,counting,100000,128,192,16,0.317216
RTX TITAN,counting,100000,128,192,64,0.358784
RTX TITAN,counting,100000,128,192,256,0.357152
RTX TITAN,counting,100000,128,192,1024,0.366464
RTX TITAN,counting,1000000,128,192,2,2.187104
RTX TITAN,counting,1000000,128,192,16,2.002336
RTX TITAN,counting,1000000,128,192,64,2.247104
RTX TITAN,counting,1000000,128,192,256,2.034656
RTX TITAN,counting,1000000,128,192,1024,1.861248
RTX TITAN,counting,10000000,128,192,2,22.547903
RTX TITAN,counting,10000000,128,192,16,19.943136
RTX TITAN,counting,10000000,128,192,64,22.477247
RTX TITAN,counting,10000000,128,192,256,20.304001
RTX TITAN,counting,10000000,128,192,1024,18.351393
RTX TITAN,counting,100000000,128,192,2,204.362457
RTX TITAN,counting,100000000,128,192,16,182.415649
RTX TITAN,counting,100000000,128,192,64,205.445694
RTX TITAN,counting,100000000,128,192,256,190.887299
RTX TITAN,counting,100000000,128,192,1024,169.780930
RTX TITAN,counting,10,256,1,2,0.082272
RTX TITAN,counting,10,256,1,16,0.106592
RTX TITAN,counting,10,256,1,64,0.122368
RTX TITAN,counting,10,256,1,256,0.134784
RTX TITAN,counting,100,256,1,2,0.079840
RTX TITAN,counting,100,256,1,16,0.103520
RTX TITAN,counting,100,256,1,64,0.119168
RTX TITAN,counting,100,256,1,256,0.133440
RTX TITAN,counting,1000,256,1,2,0.084896
RTX TITAN,counting,1000,256,1,16,0.106944
RTX TITAN,counting,1000,256,1,64,0.121280
RTX TITAN,counting,1000,256,1,256,0.134848
RTX TITAN,counting,10000,256,1,2,0.116384
RTX TITAN,counting,10000,256,1,16,0.139456
RTX TITAN,counting,10000,256,1,64,0.155264
RTX TITAN,counting,10000,256,1,256,0.171872
RTX TITAN,counting,100000,256,1,2,0.449728
RTX TITAN,counting,100000,256,1,16,0.472512
RTX TITAN,counting,100000,256,1,64,0.505184
RTX TITAN,counting,100000,256,1,256,0.550176
RTX TITAN,counting,1000000,256,1,2,4.239648
RTX TITAN,counting,1000000,256,1,16,4.460544
RTX TITAN,counting,1000000,256,1,64,4.657184
RTX TITAN,counting,1000000,256,1,256,4.738688
RTX TITAN,counting,10000000,256,1,2,42.654270
RTX TITAN,counting,10000000,256,1,16,44.902176
RTX TITAN,counting,10000000,256,1,64,47.031616
RTX TITAN,counting,10000000,256,1,256,47.421471
RTX TITAN,counting,100000000,256,1,2,412.069336
RTX TITAN,counting,100000000,256,1,16,432.817749
RTX TITAN,counting,100000000,256,1,64,451.227844
RTX TITAN,counting,100000000,256,1,256,455.750702
RTX TITAN,counting,10,256,4,2,0.080448
RTX TITAN,counting,10,256,4,16,0.102720
RTX TITAN,counting,10,256,4,64,0.121120
RTX TITAN,counting,10,256,4,256,0.137920
RTX TITAN,counting,10,256,4,1024,0.150272
RTX TITAN,counting,100,256,4,2,0.084544
RTX TITAN,counting,100,256,4,16,0.111936
RTX TITAN,counting,100,256,4,64,0.120800
RTX TITAN,counting,100,256,4,256,0.135200
RTX TITAN,counting,100,256,4,1024,0.149856
RTX TITAN,counting,1000,256,4,2,0.082752
RTX TITAN,counting,1000,256,4,16,0.108416
RTX TITAN,counting,1000,256,4,64,0.120608
RTX TITAN,counting,1000,256,4,256,0.134592
RTX TITAN,counting,1000,256,4,1024,0.151648
RTX TITAN,counting,10000,256,4,2,0.105472
RTX TITAN,counting,10000,256,4,16,0.123200
RTX TITAN,counting,10000,256,4,64,0.144608
RTX TITAN,counting,10000,256,4,256,0.152896
RTX TITAN,counting,10000,256,4,1024,0.176704
RTX TITAN,counting,100000,256,4,2,0.320544
RTX TITAN,counting,100000,256,4,16,0.325408
RTX TITAN,counting,100000,256,4,64,0.370080
RTX TITAN,counting,100000,256,4,256,0.371296
RTX TITAN,counting,100000,256,4,1024,0.373440
RTX TITAN,counting,1000000,256,4,2,2.396064
RTX TITAN,counting,1000000,256,4,16,2.275264
RTX TITAN,counting,1000000,256,4,64,2.537632
RTX TITAN,counting,1000000,256,4,256,2.345568
RTX TITAN,counting,1000000,256,4,1024,2.506816
RTX TITAN,counting,10000000,256,4,2,24.351871
RTX TITAN,counting,10000000,256,4,16,22.918304
RTX TITAN,counting,10000000,256,4,64,24.741600
RTX TITAN,counting,10000000,256,4,256,23.081823
RTX TITAN,counting,10000000,256,4,1024,22.949633
RTX TITAN,counting,100000000,256,4,2,224.436646
RTX TITAN,counting,100000000,256,4,16,209.916153
RTX TITAN,counting,100000000,256,4,64,230.563812
RTX TITAN,counting,100000000,256,4,256,215.682144
RTX TITAN,counting,100000000,256,4,1024,215.057693
RTX TITAN,counting,10,1024,1,2,0.085376
RTX TITAN,counting,10,1024,1,16,0.108352
RTX TITAN,counting,10,1024,1,64,0.121568
RTX TITAN,counting,10,1024,1,256,0.133792
RTX TITAN,counting,10,1024,1,1024,0.154016
RTX TITAN,counting,100,1024,1,2,0.082208
RTX TITAN,counting,100,1024,1,16,0.106400
RTX TITAN,counting,100,1024,1,64,0.125376
RTX TITAN,counting,100,1024,1,256,0.133152
RTX TITAN,counting,100,1024,1,1024,2.497792
RTX TITAN,counting,1000,1024,1,2,0.084480
RTX TITAN,counting,1000,1024,1,16,0.107776
RTX TITAN,counting,1000,1024,1,64,0.125472
RTX TITAN,counting,1000,1024,1,256,0.140288
RTX TITAN,counting,1000,1024,1,1024,0.154432
RTX TITAN,counting,10000,1024,1,2,0.506784
RTX TITAN,counting,10000,1024,1,16,0.133472
RTX TITAN,counting,10000,1024,1,64,0.153248
RTX TITAN,counting,10000,1024,1,256,0.169472
RTX TITAN,counting,10000,1024,1,1024,0.184064
RTX TITAN,counting,100000,1024,1,2,1.338432
RTX TITAN,counting,100000,1024,1,16,0.415328
RTX TITAN,counting,100000,1024,1,64,0.461376
RTX TITAN,counting,100000,1024,1,256,0.856480
RTX TITAN,counting,100000,1024,1,1024,0.506976
RTX TITAN,counting,1000000,1024,1,2,2.592768
RTX TITAN,counting,1000000,1024,1,16,5.345632
RTX TITAN,counting,1000000,1024,1,64,4.257824
RTX TITAN,counting,1000000,1024,1,256,3.615712
RTX TITAN,counting,1000000,1024,1,1024,5.924064
RTX TITAN,counting,10000000,1024,1,2,26.564800
RTX TITAN,counting,10000000,1024,1,16,30.441856
RTX TITAN,counting,10000000,1024,1,64,34.287231
RTX TITAN,counting,10000000,1024,1,256,36.053505
RTX TITAN,counting,10000000,1024,1,1024,35.587231
RTX TITAN,counting,100000000,1024,1,2,283.413330
RTX TITAN,counting,100000000,1024,1,16,308.051636
RTX TITAN,counting,100000000,1024,1,64,324.504791
RTX TITAN,counting,100000000,1024,1,256,340.769318
RTX TITAN,counting,100000000,1024,1,1024,340.713593
RTX TITAN,counting,10,1024,4,2,0.085632
RTX TITAN,counting,10,1024,4,16,0.104544
RTX TITAN,counting,10,1024,4,64,0.124192
RTX TITAN,counting,10,1024,4,256,0.140160
RTX TITAN,counting,10,1024,4,1024,0.156928
RTX TITAN,counting,100,1024,4,2,0.083168
RTX TITAN,counting,100,1024,4,16,0.105824
RTX TITAN,counting,100,1024,4,64,0.121408
RTX TITAN,counting,100,1024,4,256,0.135968
RTX TITAN,counting,100,1024,4,1024,0.150304
RTX TITAN,counting,1000,1024,4,2,0.083968
RTX TITAN,counting,1000,1024,4,16,0.106336
RTX TITAN,counting,1000,1024,4,64,0.126560
RTX TITAN,counting,1000,1024,4,256,0.136896
RTX TITAN,counting,1000,1024,4,1024,0.154016
RTX TITAN,counting,10000,1024,4,2,0.107168
RTX TITAN,counting,10000,1024,4,16,0.126944
RTX TITAN,counting,10000,1024,4,64,1.128256
RTX TITAN,counting,10000,1024,4,256,2.002016
RTX TITAN,counting,10000,1024,4,1024,0.173152
RTX TITAN,counting,100000,1024,4,2,0.318880
RTX TITAN,counting,100000,1024,4,16,1.258624
RTX TITAN,counting,100000,1024,4,64,0.361248
RTX TITAN,counting,100000,1024,4,256,0.348800
RTX TITAN,counting,100000,1024,4,1024,0.368224
RTX TITAN,counting,1000000,1024,4,2,3.434112
RTX TITAN,counting,1000000,1024,4,16,2.033376
RTX TITAN,counting,1000000,1024,4,64,2.266912
RTX TITAN,counting,1000000,1024,4,256,2.072000
RTX TITAN,counting,1000000,1024,4,1024,2.678912
RTX TITAN,counting,10000000,1024,4,2,22.448288
RTX TITAN,counting,10000000,1024,4,16,20.358721
RTX TITAN,counting,10000000,1024,4,64,22.927551
RTX TITAN,counting,10000000,1024,4,256,20.718592
RTX TITAN,counting,10000000,1024,4,1024,20.159168
RTX TITAN,counting,100000000,1024,4,2,206.630142
RTX TITAN,counting,100000000,1024,4,16,185.453217
RTX TITAN,counting,100000000,1024,4,64,208.492004
RTX TITAN,counting,100000000,1024,4,256,188.754181
RTX TITAN,counting,100000000,1024,4,1024,188.442169
RTX TITAN,bitonic,16,16,16,-1,0.044928
RTX TITAN,bitonic,128,16,16,-1,0.087200
RTX TITAN,bitonic,1024,16,16,-1,0.469472
RTX TITAN,bitonic,16384,16,16,-1,12.353056
RTX TITAN,bitonic,131072,16,16,-1,119.469727
RTX TITAN,bitonic,1048576,16,16,-1,1803.515259
RTX TITAN,bitonic,16777216,16,16,-1,39553.277344
RTX TITAN,bitonic,16,32,8,-1,0.047328
RTX TITAN,bitonic,128,32,8,-1,0.092032
RTX TITAN,bitonic,1024,32,8,-1,0.449536
RTX TITAN,bitonic,16384,32,8,-1,9.860480
RTX TITAN,bitonic,131072,32,8,-1,106.667297
RTX TITAN,bitonic,1048576,32,8,-1,1515.508545
RTX TITAN,bitonic,16777216,32,8,-1,32881.796875
RTX TITAN,bitonic,16,64,16,-1,0.045120
RTX TITAN,bitonic,128,64,16,-1,0.075328
RTX TITAN,bitonic,1024,64,16,-1,0.264064
RTX TITAN,bitonic,16384,64,16,-1,4.874560
RTX TITAN,bitonic,131072,64,16,-1,52.312126
RTX TITAN,bitonic,1048576,64,16,-1,764.033264
RTX TITAN,bitonic,16777216,64,16,-1,16566.849609
RTX TITAN,bitonic,16,128,8,-1,0.046336
RTX TITAN,bitonic,128,128,8,-1,0.074688
RTX TITAN,bitonic,1024,128,8,-1,1.301728
RTX TITAN,bitonic,16384,128,8,-1,2.994912
RTX TITAN,bitonic,131072,128,8,-1,31.652960
RTX TITAN,bitonic,1048576,128,8,-1,467.030487
RTX TITAN,bitonic,16777216,128,8,-1,10082.587891
RTX TITAN,bitonic,16,128,96,-1,0.047776
RTX TITAN,bitonic,128,128,96,-1,0.077792
RTX TITAN,bitonic,1024,128,96,-1,0.157056
RTX TITAN,bitonic,16384,128,96,-1,2.220704
RTX TITAN,bitonic,131072,128,96,-1,32.362080
RTX TITAN,bitonic,1048576,128,96,-1,332.007385
RTX TITAN,bitonic,16777216,128,96,-1,7393.617676
RTX TITAN,bitonic,16,128,192,-1,0.053504
RTX TITAN,bitonic,128,128,192,-1,0.076160
RTX TITAN,bitonic,1024,128,192,-1,0.146336
RTX TITAN,bitonic,16384,128,192,-1,1.702848
RTX TITAN,bitonic,131072,128,192,-1,42.171520
RTX TITAN,bitonic,1048576,128,192,-1,467.359283
RTX TITAN,bitonic,16777216,128,192,-1,10541.493164
RTX TITAN,bitonic,16,256,1,-1,0.045664
RTX TITAN,bitonic,128,256,1,-1,0.079264
RTX TITAN,bitonic,1024,256,1,-1,0.154304
RTX TITAN,bitonic,16384,256,1,-1,1.834752
RTX TITAN,bitonic,131072,256,1,-1,18.653631
RTX TITAN,bitonic,1048576,256,1,-1,261.349823
RTX TITAN,bitonic,16777216,256,1,-1,5602.503906
RTX TITAN,bitonic,16,256,4,-1,0.046496
RTX TITAN,bitonic,128,256,4,-1,0.074688
RTX TITAN,bitonic,1024,256,4,-1,0.154144
RTX TITAN,bitonic,16384,256,4,-1,1.697504
RTX TITAN,bitonic,131072,256,4,-1,17.066591
RTX TITAN,bitonic,1048576,256,4,-1,251.204254
RTX TITAN,bitonic,16777216,256,4,-1,5399.832520
RTX TITAN,bitonic,16,1024,1,-1,0.045088
RTX TITAN,bitonic,128,1024,1,-1,0.076800
RTX TITAN,bitonic,1024,1024,1,-1,0.115392
RTX TITAN,bitonic,16384,1024,1,-1,0.725888
RTX TITAN,bitonic,131072,1024,1,-1,5.627424
RTX TITAN,bitonic,1048576,1024,1,-1,75.931870
RTX TITAN,bitonic,16777216,1024,1,-1,1607.152466
RTX TITAN,bitonic,16,1024,4,-1,0.047008
RTX TITAN,bitonic,128,1024,4,-1,0.073664
RTX TITAN,bitonic,1024,1024,4,-1,1.208672
RTX TITAN,bitonic,16384,1024,4,-1,0.649472
RTX TITAN,bitonic,131072,1024,4,-1,5.343296
RTX TITAN,bitonic,1048576,1024,4,-1,76.413986
RTX TITAN,bitonic,16777216,1024,4,-1,1596.135620
